transaction_id,timestamp,amount,merchant_category,country,distance_from_home_km,velocity_1h,account_age_days,cvv_match,is_new_device,is_new_shipping_address,is_fraud,card_id
e073e42a-23dd-4159-95ab-9bc63bb87b16,2026-04-18 14:37:00,62.75971700021756,restaurant,GB,86.56719728801059,3,151.7,True,False,False,0,902060
17eb0368-d67a-4628-8fa4-7628fdf2ef9e,2026-01-20 16:34:00,85.50145341742271,restaurant,FR,62.21210331527109,1,1828.8,True,False,False,0,988185
a2d7e480-dc23-40b9-9d9b-8df507b0c10b,2026-03-05 23:31:00,195.8981495055765,online_retail,US,32.43634636783687,8,547.1,True,False,False,0,328476
b951b200-6627-4d34-924a-7a5d55b8feb7,2026-04-21 13:31:00,44.57443807033292,electronics,BR,33.97773048169374,3,1814.3,True,False,False,0,791118
e4d9e8f2-528b-4452-b3a4-0fa52092c2d6,2026-04-07 18:35:00,22.22348400653537,restaurant,NG,1.3538625390418433,3,1062.2,True,False,False,0,195703
258de55a-4ab1-4df1-befb-2bd7a1b8d056,2026-03-21 17:06:00,407.76514903317735,restaurant,RU,137.0192373468891,5,560.8,False,False,False,0,860436
d590e174-dabb-4cbe-980a-e61de4fa14b0,2026-02-10 09:08:00,498.7568475614505,online_retail,RU,13.82867092192843,1,337.6,True,False,False,0,686507
5137ef59-caa7-4908-a85b-185468d750fb,2026-01-16 23:50:00,107.0522273359893,fuel,CN,35.19891355555192,3,797.9,True,False,False,0,134615
28855708-0f60-4620-8c58-35393b563d04,2026-04-14 10:44:00,71.10410261612041,utilities,IN,71.12678732621019,5,54.4,True,False,True,0,562755
573269a4-96db-4ba9-8463-43402c6d3789,2026-04-17 11:11:00,220.4196085433548,cash_advance,NG,61.4499390449845,3,749.9,True,False,False,0,755309
e4cee9ea-8fa6-4c34-86c5-1f216ffda266,2026-03-20 18:59:00,52.42541930662995,online_retail,BR,0.9165100446473148,0,785.8,True,False,False,0,235441
abeab88c-ef38-4337-8dd6-3a9a84ecbbc1,2026-01-09 06:31:00,82.2673649015195,electronics,IN,20.78214218601575,3,37.9,True,False,False,0,444714
85b81122-3395-49a2-adb7-19fb1528aa87,2026-03-02 02:40:00,21.906097987247527,restaurant,FR,3.512892249696226,1,212.9,True,False,False,0,961787
c40b3ec5-efbe-412c-a334-5cefa0bf208f,2026-02-18 19:27:00,88.99155775475217,grocery,CN,63.18285687579076,0,225.9,True,False,False,0,456664
214c0053-fb73-48b0-af7b-027ebaefe078,2026-03-02 16:38:00,119.43361037884804,electronics,DE,51.50145220735165,5,314.7,True,False,False,0,504464
5666f4a1-1c0d-4374-b944-0d0547817469,2026-02-13 20:56:00,57.70757341136997,fuel,GB,29.87508831837914,3,1262.3,True,False,False,0,944193
2c06f28a-3f5f-4d19-b0fd-d58731ab626a,2026-04-04 10:14:00,33.94879361166795,electronics,CN,51.58220854070618,5,310.6,True,False,False,0,517697
8cb300b0-4601-4dce-8a92-be650471ec29,2026-02-06 19:15:00,148.84766888877078,electronics,IN,9.388280222767298,1,18.2,True,False,False,0,506896
9b7d90b8-d059-4502-a008-cf2685591762,2026-02-28 23:56:00,253.8645878188432,cash_advance,FR,287.2991965721147,3,154.5,True,True,False,0,295784
73e9cd98-913f-443c-ab85-f9b6c5a49a4f,2026-02-03 09:00:00,86.79664606403382,entertainment,CA,7.458595480586512,2,366.1,True,False,False,0,517762
05481235-4e28-4d03-8081-0f5382d80f72,2026-01-31 17:07:00,55.434239657826645,online_retail,RU,18.992406307943032,0,11.6,True,False,False,0,314111
6204e7f5-2e41-4bcc-8808-2423120c1e9d,2026-04-20 19:57:00,59.232010975513816,utilities,FR,149.89091656169757,6,219.8,True,False,False,0,485601
ed2c279d-9640-4c91-9548-aa2ab02973a4,2026-01-21 04:23:00,44.66270223498882,electronics,GB,43.046654971835736,0,425.1,True,False,False,0,600862
535c8022-2f0d-495b-b560-1f5f21e5454e,2026-01-26 17:45:00,25.618362127367387,restaurant,DE,1.2219969594028062,2,1060.7,True,False,False,0,896118
2ac4cd4d-4582-4355-bdcb-6e03b0c5b679,2026-04-11 03:38:00,36.22110907894959,grocery,BR,117.6064596759786,5,47.5,True,False,False,0,245131
64080e5e-2d88-4b76-a408-ff6a5f895172,2026-02-02 14:51:00,1800.2125197458863,restaurant,US,1099.6027703929678,7,0.4,True,True,True,1,343638
1ed73ced-3603-4849-b048-6d88d040ac6b,2026-03-30 13:15:00,232.63742719217075,grocery,RU,118.94017279889523,2,1071.9,True,False,False,0,182175
