transaction_id,timestamp,amount,merchant_category,country,distance_from_home_km,velocity_1h,account_age_days,cvv_match,is_new_device,is_new_shipping_address,is_fraud,card_id
72a39a14-c070-41a6-ab90-1449089de209,2026-04-19 10:26:00,82.8,restaurant,FR,12.67,0,2417.5,True,False,True,0,876784
37c16ae3-5419-43f7-bea5-ccd64c4fa7f9,2026-01-21 21:52:00,23.82,restaurant,IN,12.36,0,201.6,True,False,False,0,720207
5a03374f-b42f-4a0a-82cc-b0089ba6a969,2026-03-06 12:54:00,109.72,online_retail,NG,66.19,0,320.0,True,False,False,0,102317
a1b8fc9e-5415-4d3a-affd-fe9e28a38d8c,2026-04-21 22:33:00,80.03,online_retail,RU,5.48,0,1045.0,True,False,False,0,697813
4fcd3fb4-3bcc-4466-abaf-b4459d27138e,2026-04-07 19:54:00,106.28,online_retail,BR,65.15,2,2270.5,True,False,False,0,251589
5487e65d-9332-4ec6-a0e5-292ace42dcd4,2026-03-22 21:42:00,119.35,grocery,CA,37.54,1,5.9,True,False,False,0,162140
4a751600-8a35-4a63-b79c-748c6e462043,2026-02-12 16:03:00,10.28,electronics,CN,0.38,0,88.2,True,False,False,0,742619
c9b10aa8-4400-4940-903d-8c3c64f30947,2026-01-17 18:53:00,18.37,entertainment,FR,23.13,2,316.5,True,False,False,0,377368
fc843497-87de-4aee-aed6-3f5da0acd534,2026-04-14 20:33:00,18.2,travel,BR,13.39,2,62.8,True,False,False,0,762493
05546b92-af80-4b91-8c8a-8b57f0f93cf2,2026-04-17 17:54:00,443.7,restaurant,CA,35.31,0,693.9,True,False,False,0,951900
d2644875-0d9d-42a5-961e-cae5f78bf3ff,2026-03-21 23:38:00,27.66,travel,GB,18.13,0,699.8,True,False,False,0,738330
cd02b83a-2884-479f-a8f6-65c15fc5faa9,2026-01-09 20:38:00,39.52,fuel,NG,4.46,0,157.2,True,False,False,0,740928
d443a675-7225-4f05-8efd-4e6c2f156b79,2026-03-02 20:22:00,6.49,travel,DE,3.24,0,259.6,True,False,False,0,467061
1433760d-e366-4cc2-90e2-6619e32a5202,2026-02-19 20:50:00,22.66,travel,BR,14.75,0,489.8,True,False,False,0,554245
683ef17a-d53d-44cc-a658-c4b58ad309f3,2026-03-03 13:46:00,61.03,online_retail,CA,21.08,0,220.1,False,False,False,0,145860
5b3fe34c-c6cd-428c-844a-77e9956de2c4,2026-02-15 20:05:00,28.73,utilities,CN,0.45,1,101.7,True,False,False,0,183628
908565a0-d1c2-4cdb-a0da-da4829a83ad7,2026-04-04 14:25:00,90.8,online_retail,RU,17.43,2,430.7,True,False,False,0,886952
8be2bb83-9627-42d9-b6ae-7fd4dd2560b7,2026-02-08 15:14:00,40.59,grocery,RU,48.6,1,1096.2,True,False,False,0,132052
efc5f659-183a-40a1-81f4-fbc8d6a727b2,2026-03-01 19:50:00,64.15,restaurant,CA,98.57,0,866.8,True,False,False,0,470962
eb4e2f3a-5d6a-43b6-9b24-3d0111066b37,2026-02-05 09:00:00,9.34,online_retail,RU,54.45,1,74.9,True,False,False,0,289176
eedce7a4-6b7e-4380-b992-814d79a173cc,2026-02-02 14:39:00,101.65,electronics,GB,20.62,0,133.5,True,False,False,0,984015
6113da67-8190-4bc8-8a72-cb370e297c48,2026-04-21 11:54:00,10.7,entertainment,IN,7.36,0,705.4,True,False,False,0,292538
ad959e15-65c6-4e6a-ae29-14c4145088e2,2026-01-22 14:06:00,21.45,electronics,CN,4.93,0,148.1,True,False,False,0,609644
b24ef468-2727-484d-b790-e84643bc58cd,2026-01-28 19:45:00,50.33,electronics,DE,17.79,1,196.8,True,False,False,0,299893
e79cdc22-69ee-41ff-8af8-81619da11273,2026-04-11 11:56:00,24.15,fuel,RU,22.66,0,620.8,True,False,False,0,923353
b7c2cc5c-e9eb-4067-b8f1-d048e01080b7,2026-01-25 20:03:00,1.71,jewelry,IN,703.27,5,38.4,True,True,False,1,133357
a27e7694-5fbf-4776-9d91-ff8b00d1f8f6,2026-03-31 14:21:00,40.56,grocery,RU,17.95,0,85.1,True,False,False,0,751553
